X.ASV.ID	AMF_family  	
ASV_25684	Glomeraceae	
ASV_25967	Glomeraceae	
ASV_26023	Glomeraceae	
ASV_26210	Glomeraceae	
ASV_26212	Glomeraceae	
ASV_26214	Glomeraceae	
ASV_26215	Glomeraceae	
ASV_26216	Glomeraceae	
ASV_26220	Glomeraceae	
ASV_26250	Glomeraceae	
ASV_26255	Glomeraceae	
ASV_26258	Glomeraceae	
ASV_26260	Glomeraceae	
ASV_26318	Glomeraceae	
ASV_26351	Glomeraceae	
ASV_26367	Glomeraceae	
ASV_26407	Glomeraceae	
ASV_26441	Glomeraceae	
ASV_26442	Glomeraceae	
ASV_26462	Glomeraceae	
ASV_26499	Glomeraceae	
ASV_26501	Glomeraceae	
ASV_26535	Glomeraceae	
ASV_26614	Glomeraceae	
ASV_26626	Glomeraceae	
ASV_26654	Glomeraceae	
ASV_26661	Glomeraceae	
ASV_26802	Glomeraceae	
ASV_26923	Glomeraceae	
ASV_27003	Glomeraceae	
ASV_27185	Glomeraceae	
ASV_27189	Glomeraceae	
ASV_27223	Glomeraceae	
ASV_27225	Glomeraceae	
ASV_27230	Glomeraceae	
ASV_27241	Glomeraceae	
ASV_27299	Glomeraceae	
ASV_27408	Glomeraceae	
ASV_27409	Glomeraceae	
ASV_27463	Glomeraceae	
ASV_27479	Glomeraceae	
ASV_27492	Glomeraceae	
ASV_27496	Glomeraceae	
ASV_27508	Glomeraceae	
ASV_27524	Glomeraceae	
ASV_27539	Glomeraceae	
ASV_27552	Glomeraceae	
ASV_27570	Glomeraceae	
ASV_27703	Glomeraceae	
ASV_27704	Glomeraceae	
ASV_27719	Glomeraceae	
ASV_27886	Glomeraceae	
ASV_27967	Glomeraceae	
ASV_28015	Glomeraceae	
ASV_28239	Glomeraceae	
ASV_28281	Glomeraceae	
ASV_28282	Glomeraceae	
ASV_28283	Glomeraceae	
ASV_28287	Glomeraceae	
ASV_28291	Glomeraceae	
ASV_28293	Glomeraceae	
ASV_28298	Glomeraceae	
ASV_28319	Glomeraceae	
ASV_28328	Glomeraceae	
ASV_28331	Glomeraceae	
ASV_28345	Glomeraceae	
ASV_28467	Glomeraceae	
ASV_28563	Glomeraceae	
ASV_28564	Glomeraceae	
ASV_28588	Glomeraceae	
ASV_28601	Glomeraceae	
ASV_28606	Glomeraceae	
ASV_28621	Glomeraceae	
ASV_28634	Glomeraceae	
ASV_28647	Glomeraceae	
ASV_28667	Glomeraceae	
ASV_28767	Glomeraceae	
ASV_28796	Glomeraceae	
ASV_28798	Glomeraceae	
ASV_28837	Glomeraceae	
ASV_28848	Glomeraceae	
ASV_28988	Glomeraceae	
ASV_29344	Glomeraceae	
ASV_29406	Glomeraceae	
ASV_29441	Glomeraceae	
ASV_29447	Glomeraceae	
ASV_29450	Glomeraceae	
ASV_29455	Glomeraceae	
ASV_29457	Glomeraceae	
ASV_29470	Glomeraceae	
ASV_29489	Glomeraceae	
ASV_29493	Glomeraceae	
ASV_29548	Glomeraceae	
ASV_29594	Glomeraceae	
ASV_29647	Glomeraceae	
ASV_29701	Glomeraceae	
ASV_29800	Glomeraceae	
ASV_29810	Glomeraceae	
ASV_29838	Glomeraceae	
ASV_29865	Glomeraceae	
ASV_29881	Glomeraceae	
ASV_30166	Glomeraceae	
ASV_30442	Glomeraceae	
ASV_30449	Glomeraceae	
ASV_30530	Glomeraceae	
ASV_30544	Glomeraceae	
ASV_30605	Glomeraceae	
ASV_30762	Glomeraceae	
ASV_30828	Glomeraceae	
ASV_30829	Glomeraceae	
ASV_30830	Glomeraceae	
ASV_30831	Glomeraceae	
ASV_30832	Glomeraceae	
ASV_30835	Glomeraceae	
ASV_30868	Glomeraceae	
ASV_30871	Glomeraceae	
ASV_31012	Glomeraceae	
ASV_31068	Glomeraceae	
ASV_31100	Glomeraceae	
ASV_31174	Glomeraceae	
ASV_31195	Glomeraceae	
ASV_31196	Glomeraceae	
ASV_31239	Glomeraceae	
ASV_31244	Glomeraceae	
ASV_31246	Glomeraceae	
ASV_31249	Glomeraceae	
ASV_31250	Glomeraceae	
ASV_31266	Glomeraceae	
ASV_31279	Glomeraceae	
ASV_31280	Glomeraceae	
ASV_31475	Glomeraceae	
ASV_31476	Glomeraceae	
ASV_31511	Glomeraceae	
ASV_31512	Glomeraceae	
ASV_31513	Glomeraceae	
ASV_31514	Glomeraceae	
ASV_31515	Glomeraceae	
ASV_31516	Glomeraceae	
ASV_31520	Glomeraceae	
ASV_31535	Glomeraceae	
ASV_31540	Glomeraceae	
ASV_31582	Glomeraceae	
ASV_31751	Glomeraceae	
ASV_31918	Glomeraceae	
ASV_31925	Glomeraceae	
ASV_31959	Glomeraceae	
ASV_32052	Glomeraceae	
ASV_32278	Glomeraceae	
ASV_32299	Glomeraceae	
ASV_32311	Glomeraceae	
ASV_32359	Glomeraceae	
ASV_32370	Glomeraceae	
ASV_32408	Glomeraceae	
ASV_32413	Glomeraceae	
ASV_32414	Glomeraceae	
ASV_32418	Glomeraceae	
ASV_32640	Glomeraceae	
ASV_32647	Glomeraceae	
ASV_32737	Glomeraceae	
ASV_32799	Glomeraceae	
ASV_32813	Glomeraceae	
ASV_32831	Glomeraceae	
ASV_32837	Glomeraceae	
ASV_32842	Glomeraceae	
ASV_32853	Glomeraceae	
ASV_32884	Glomeraceae	
ASV_32895	Glomeraceae	
ASV_33039	Glomeraceae	
ASV_33086	Glomeraceae	
ASV_33142	Glomeraceae	
ASV_33148	Glomeraceae	
ASV_33174	Glomeraceae	
ASV_33261	Glomeraceae	
ASV_33348	Glomeraceae	
ASV_33598	Glomeraceae	
ASV_33608	Glomeraceae	
ASV_33622	Glomeraceae	
ASV_34014	Glomeraceae	
ASV_34034	Glomeraceae	
ASV_34083	Glomeraceae	
ASV_34086	Glomeraceae	
ASV_34090	Glomeraceae	
ASV_34097	Glomeraceae	
ASV_34131	Glomeraceae	
ASV_34133	Glomeraceae	
ASV_34136	Glomeraceae	
ASV_34139	Glomeraceae	
ASV_34158	Glomeraceae	
ASV_34161	Glomeraceae	
ASV_34272	Glomeraceae	
ASV_34380	Glomeraceae	
ASV_34448	Glomeraceae	
ASV_34495	Glomeraceae	
ASV_34498	Glomeraceae	
ASV_34504	Glomeraceae	
ASV_34507	Glomeraceae	
ASV_34523	Glomeraceae	
ASV_34531	Glomeraceae	
ASV_34545	Glomeraceae	
ASV_34638	Glomeraceae	
ASV_34639	Glomeraceae	
ASV_34651	Glomeraceae	
ASV_34652	Glomeraceae	
ASV_34676	Glomeraceae	
ASV_34729	Glomeraceae	
ASV_34831	Glomeraceae	
ASV_34918	Glomeraceae	
ASV_34944	Glomeraceae	
ASV_34945	Glomeraceae	
ASV_34946	Glomeraceae	
ASV_34948	Glomeraceae	
ASV_34949	Glomeraceae	
ASV_34956	Glomeraceae	
ASV_35023	Glomeraceae	
ASV_35205	Glomeraceae	
ASV_35214	Glomeraceae	
ASV_35393	Glomeraceae	
ASV_35396	Glomeraceae	
ASV_35413	Glomeraceae	
ASV_35471	Glomeraceae	
ASV_35803	Glomeraceae	
ASV_35817	Glomeraceae	
ASV_35880	Glomeraceae	
ASV_35939	Glomeraceae	
ASV_35941	Glomeraceae	
ASV_35946	Glomeraceae	
ASV_35953	Glomeraceae	
ASV_36024	Glomeraceae	
ASV_36111	Glomeraceae	
ASV_36149	Glomeraceae	
ASV_36243	Glomeraceae	
ASV_36245	Glomeraceae	
ASV_36330	Glomeraceae	
ASV_36341	Glomeraceae	
ASV_36342	Glomeraceae	
ASV_36355	Glomeraceae	
ASV_36379	Glomeraceae	
ASV_36387	Glomeraceae	
ASV_36392	Glomeraceae	
ASV_36404	Glomeraceae	
ASV_36421	Glomeraceae	
ASV_36428	Glomeraceae	
ASV_36520	Glomeraceae	
ASV_36521	Glomeraceae	
ASV_36556	Glomeraceae	
ASV_36598	Glomeraceae	
ASV_36651	Glomeraceae	
ASV_36702	Glomeraceae	
ASV_36777	Glomeraceae	
ASV_36778	Glomeraceae	
ASV_36939	Glomeraceae	
ASV_36947	Glomeraceae	
ASV_37022	Glomeraceae	
ASV_37090	Glomeraceae	
ASV_37298	Glomeraceae	
ASV_37492	Glomeraceae	
ASV_37525	Glomeraceae	
ASV_37728	Glomeraceae	
ASV_38009	Glomeraceae	
ASV_38027	Glomeraceae	
ASV_38044	Glomeraceae	
ASV_38047	Glomeraceae	
ASV_38113	Glomeraceae	
ASV_38117	Glomeraceae	
ASV_38120	Glomeraceae	
ASV_38127	Glomeraceae	
ASV_38132	Glomeraceae	
ASV_38133	Glomeraceae	
ASV_38134	Glomeraceae	
ASV_38137	Glomeraceae	
ASV_38155	Glomeraceae	
ASV_38170	Glomeraceae	
ASV_38173	Glomeraceae	
ASV_38183	Glomeraceae	
ASV_38195	Glomeraceae	
ASV_38202	Glomeraceae	
ASV_38442	Glomeraceae	
ASV_38487	Glomeraceae	
ASV_38516	Glomeraceae	
ASV_38535	Glomeraceae	
ASV_38566	Glomeraceae	
ASV_38621	Glomeraceae	
ASV_38665	Glomeraceae	
ASV_38670	Glomeraceae	
ASV_38725	Glomeraceae	
ASV_38753	Glomeraceae	
ASV_38796	Glomeraceae	
ASV_38798	Glomeraceae	
ASV_38799	Glomeraceae	
ASV_38800	Glomeraceae	
ASV_38801	Glomeraceae	
ASV_38822	Glomeraceae	
ASV_38833	Glomeraceae	
ASV_38842	Glomeraceae	
ASV_38875	Glomeraceae	
ASV_38970	Glomeraceae	
ASV_39277	Glomeraceae	
ASV_39279	Glomeraceae	
ASV_39284	Glomeraceae	
ASV_39362	Glomeraceae	
ASV_39567	Glomeraceae	
ASV_39700	Glomeraceae	
ASV_39773	Glomeraceae	
ASV_39868	Glomeraceae	
ASV_40317	Glomeraceae	
ASV_40390	Glomeraceae	
ASV_40445	Glomeraceae	
ASV_40521	Glomeraceae	
ASV_40545	Glomeraceae	
ASV_40547	Glomeraceae	
ASV_40548	Glomeraceae	
ASV_40555	Glomeraceae	
ASV_40556	Glomeraceae	
ASV_40561	Glomeraceae	
ASV_40568	Glomeraceae	
ASV_40570	Glomeraceae	
ASV_40623	Glomeraceae	
ASV_40639	Glomeraceae	
ASV_40646	Glomeraceae	
ASV_40650	Glomeraceae	
ASV_40704	Glomeraceae	
ASV_40717	Glomeraceae	
ASV_40740	Glomeraceae	
ASV_40905	Glomeraceae	
ASV_40913	Glomeraceae	
ASV_40990	Glomeraceae	
ASV_41012	Glomeraceae	
ASV_41148	Glomeraceae	
ASV_41179	Glomeraceae	
ASV_41276	Glomeraceae	
ASV_41328	Glomeraceae	
ASV_41333	Glomeraceae	
ASV_41334	Glomeraceae	
ASV_41337	Glomeraceae	
ASV_41368	Glomeraceae	
ASV_41369	Glomeraceae	
ASV_41370	Glomeraceae	
ASV_41371	Glomeraceae	
ASV_41373	Glomeraceae	
ASV_41374	Glomeraceae	
ASV_41378	Glomeraceae	
ASV_41380	Glomeraceae	
ASV_41395	Glomeraceae	
ASV_41406	Glomeraceae	
ASV_41735	Glomeraceae	
ASV_41774	Glomeraceae	
ASV_41776	Glomeraceae	
ASV_41836	Glomeraceae	
ASV_41842	Glomeraceae	
ASV_41911	Glomeraceae	
ASV_41924	Glomeraceae	
ASV_41972	Glomeraceae	
ASV_41978	Glomeraceae	
ASV_42205	Glomeraceae	
ASV_42207	Glomeraceae	
ASV_42227	Glomeraceae	
ASV_42458	Glomeraceae	
ASV_42466	Glomeraceae	
ASV_42645	Glomeraceae	
ASV_42664	Glomeraceae	
ASV_42969	Glomeraceae	
ASV_43063	Glomeraceae	
ASV_43065	Glomeraceae	
ASV_43096	Glomeraceae	
ASV_43168	Glomeraceae	
ASV_43209	Glomeraceae	
ASV_43210	Glomeraceae	
ASV_43218	Glomeraceae	
ASV_43222	Glomeraceae	
ASV_43224	Glomeraceae	
ASV_43225	Glomeraceae	
ASV_43229	Glomeraceae	
ASV_43294	Glomeraceae	
ASV_43299	Glomeraceae	
ASV_43305	Glomeraceae	
ASV_43321	Glomeraceae	
ASV_43334	Glomeraceae	
ASV_43337	Glomeraceae	
ASV_43341	Glomeraceae	
ASV_43343	Glomeraceae	
ASV_43430	Glomeraceae	
ASV_43509	Glomeraceae	
ASV_43511	Glomeraceae	
ASV_43548	Glomeraceae	
ASV_43703	Glomeraceae	
ASV_43713	Glomeraceae	
ASV_43723	Glomeraceae	
ASV_43745	Glomeraceae	
ASV_43811	Glomeraceae	
ASV_43913	Glomeraceae	
ASV_43914	Glomeraceae	
ASV_43918	Glomeraceae	
ASV_43925	Glomeraceae	
ASV_43958	Glomeraceae	
ASV_43990	Glomeraceae	
ASV_44028	Glomeraceae	
ASV_44036	Glomeraceae	
ASV_44039	Glomeraceae	
ASV_44107	Glomeraceae	
ASV_44128	Glomeraceae	
ASV_44148	Glomeraceae	
ASV_44150	Glomeraceae	
ASV_44151	Glomeraceae	
ASV_44153	Glomeraceae	
ASV_44156	Glomeraceae	
ASV_44200	Glomeraceae	
ASV_44201	Glomeraceae	
ASV_44202	Glomeraceae	
ASV_44203	Glomeraceae	
ASV_44209	Glomeraceae	
ASV_44211	Glomeraceae	
ASV_44212	Glomeraceae	
ASV_44215	Glomeraceae	
ASV_44218	Glomeraceae	
ASV_44219	Glomeraceae	
ASV_44236	Glomeraceae	
ASV_44670	Glomeraceae	
ASV_44678	Glomeraceae	
ASV_44745	Glomeraceae	
ASV_44751	Glomeraceae	
ASV_44753	Glomeraceae	
ASV_44756	Glomeraceae	
ASV_44759	Glomeraceae	
ASV_44779	Glomeraceae	
ASV_44884	Glomeraceae	
ASV_44892	Glomeraceae	
ASV_45506	Glomeraceae	
ASV_45684	Glomeraceae	
ASV_46147	Glomeraceae	
ASV_46195	Glomeraceae	
ASV_46197	Glomeraceae	
ASV_46228	Glomeraceae	
ASV_46324	Glomeraceae	
ASV_46325	Glomeraceae	
ASV_46347	Glomeraceae	
ASV_46352	Glomeraceae	
ASV_46358	Glomeraceae	
ASV_46371	Glomeraceae	
ASV_46379	Glomeraceae	
ASV_46380	Glomeraceae	
ASV_46407	Glomeraceae	
ASV_46410	Glomeraceae	
ASV_46457	Glomeraceae	
ASV_46542	Glomeraceae	
ASV_46569	Glomeraceae	
ASV_46585	Glomeraceae	
ASV_46616	Glomeraceae	
ASV_46618	Glomeraceae	
ASV_46690	Glomeraceae	
ASV_46705	Glomeraceae	
ASV_47006	Glomeraceae	
ASV_47009	Glomeraceae	
ASV_47012	Glomeraceae	
ASV_47176	Glomeraceae	
ASV_47182	Glomeraceae	
ASV_47183	Glomeraceae	
ASV_47192	Glomeraceae	
ASV_47198	Glomeraceae	
ASV_47216	Glomeraceae	
ASV_47242	Glomeraceae	
ASV_47303	Glomeraceae	
ASV_47307	Glomeraceae	
ASV_47340	Glomeraceae	
ASV_47410	Glomeraceae	
ASV_47412	Glomeraceae	
ASV_47414	Glomeraceae	
ASV_47415	Glomeraceae	
ASV_47418	Glomeraceae	
ASV_47421	Glomeraceae	
ASV_47429	Glomeraceae	
ASV_47445	Glomeraceae	
ASV_47447	Glomeraceae	
ASV_47451	Glomeraceae	
ASV_47470	Glomeraceae	
ASV_47471	Glomeraceae	
ASV_47474	Glomeraceae	
ASV_47477	Glomeraceae	
ASV_47479	Glomeraceae	
ASV_47514	Glomeraceae	
ASV_47534	Glomeraceae	
ASV_47577	Glomeraceae	
ASV_47661	Glomeraceae	
ASV_47919	Glomeraceae	
ASV_47986	Glomeraceae	
ASV_48092	Glomeraceae	
ASV_48113	Glomeraceae	
ASV_48123	Glomeraceae	
ASV_48132	Glomeraceae	
ASV_48207	Glomeraceae	
ASV_48230	Glomeraceae	
ASV_48253	Glomeraceae	
ASV_48574	Glomeraceae	
ASV_48579	Glomeraceae	
ASV_48607	Glomeraceae	
ASV_48752	Glomeraceae	
ASV_48896	Glomeraceae	
ASV_48905	Glomeraceae	
ASV_49172	Glomeraceae	
ASV_49178	Glomeraceae	
ASV_49332	Glomeraceae	
ASV_49334	Glomeraceae	
ASV_49446	Glomeraceae	
ASV_49580	Glomeraceae	
ASV_49756	Glomeraceae	
ASV_49773	Glomeraceae	
ASV_49775	Glomeraceae	
ASV_49825	Glomeraceae	
ASV_49826	Glomeraceae	
ASV_49880	Glomeraceae	
ASV_49970	Glomeraceae	
ASV_49998	Glomeraceae	
ASV_50003	Glomeraceae	
ASV_50006	Glomeraceae	
ASV_50010	Glomeraceae	
ASV_50016	Glomeraceae	
ASV_50021	Glomeraceae	
ASV_50162	Glomeraceae	
ASV_50208	Glomeraceae	
ASV_50235	Glomeraceae	
ASV_50394	Glomeraceae	
ASV_50467	Glomeraceae	
ASV_50535	Glomeraceae	
ASV_50542	Glomeraceae	
ASV_50655	Glomeraceae	
ASV_50785	Glomeraceae	
ASV_50800	Glomeraceae	
ASV_50836	Glomeraceae	
ASV_50843	Glomeraceae	
ASV_50932	Glomeraceae	
ASV_50965	Glomeraceae	
ASV_50982	Glomeraceae	
ASV_51041	Glomeraceae	
ASV_51077	Glomeraceae	
ASV_51086	Glomeraceae	
ASV_51087	Glomeraceae	
ASV_51088	Glomeraceae	
ASV_51089	Glomeraceae	
ASV_51091	Glomeraceae	
ASV_51092	Glomeraceae	
ASV_51093	Glomeraceae	
ASV_51095	Glomeraceae	
ASV_51097	Glomeraceae	
ASV_51099	Glomeraceae	
ASV_51143	Glomeraceae	
ASV_51147	Glomeraceae	
ASV_51152	Glomeraceae	
ASV_51155	Glomeraceae	
ASV_51201	Glomeraceae	
ASV_51270	Glomeraceae	
ASV_51384	Glomeraceae	
ASV_51438	Glomeraceae	
ASV_51680	Glomeraceae	
ASV_51743	Glomeraceae	
ASV_51900	Glomeraceae	
ASV_51905	Glomeraceae	
ASV_51907	Glomeraceae	
ASV_51912	Glomeraceae	
ASV_51928	Glomeraceae	
ASV_51934	Glomeraceae	
ASV_51935	Glomeraceae	
ASV_51940	Glomeraceae	
ASV_52013	Glomeraceae	
ASV_52082	Glomeraceae	
ASV_52102	Glomeraceae	
ASV_52132	Glomeraceae	
ASV_52133	Glomeraceae	
ASV_52143	Glomeraceae	
ASV_52144	Glomeraceae	
ASV_52489	Glomeraceae	
ASV_52870	Glomeraceae	
ASV_53002	Glomeraceae	
ASV_53130	Glomeraceae	
ASV_53170	Glomeraceae	
ASV_53392	Glomeraceae	
ASV_53667	Glomeraceae	
ASV_53758	Glomeraceae	
ASV_53778	Glomeraceae	
ASV_53862	Glomeraceae	
ASV_53887	Glomeraceae	
ASV_54008	Glomeraceae	
ASV_54013	Glomeraceae	
ASV_54018	Glomeraceae	
ASV_54025	Glomeraceae	
ASV_54085	Glomeraceae	
ASV_54116	Glomeraceae	
ASV_54129	Glomeraceae	
ASV_54144	Glomeraceae	
ASV_54165	Glomeraceae	
ASV_54172	Glomeraceae	
ASV_54294	Glomeraceae	
ASV_54765	Glomeraceae	
ASV_54770	Glomeraceae	
ASV_54772	Glomeraceae	
ASV_54773	Glomeraceae	
ASV_54774	Glomeraceae	
ASV_54778	Glomeraceae	
ASV_54799	Glomeraceae	
ASV_54861	Glomeraceae	
ASV_54875	Glomeraceae	
ASV_54884	Glomeraceae	
ASV_54892	Glomeraceae	
ASV_54893	Glomeraceae	
ASV_54896	Glomeraceae	
ASV_54950	Glomeraceae	
ASV_55028	Glomeraceae	
ASV_55035	Glomeraceae	
ASV_55064	Glomeraceae	
ASV_55074	Glomeraceae	
ASV_55077	Glomeraceae	
ASV_55083	Glomeraceae	
ASV_55091	Glomeraceae	
ASV_55094	Glomeraceae	
ASV_55156	Glomeraceae	
ASV_55178	Glomeraceae	
ASV_55184	Glomeraceae	
ASV_55192	Glomeraceae	
ASV_55253	Glomeraceae	
ASV_55319	Glomeraceae	
ASV_55412	Glomeraceae	
ASV_55415	Glomeraceae	
ASV_55423	Glomeraceae	
ASV_55434	Glomeraceae	
ASV_55437	Glomeraceae	
ASV_55442	Glomeraceae	
ASV_55457	Glomeraceae	
ASV_55458	Glomeraceae	
ASV_55461	Glomeraceae	
ASV_55472	Glomeraceae	
ASV_55473	Glomeraceae	
ASV_55494	Glomeraceae	
ASV_55502	Glomeraceae	
ASV_55503	Glomeraceae	
ASV_55504	Glomeraceae	
ASV_55508	Glomeraceae	
ASV_55512	Glomeraceae	
ASV_55513	Glomeraceae	
ASV_55514	Glomeraceae	
ASV_55515	Glomeraceae	
ASV_55587	Glomeraceae	
ASV_55638	Glomeraceae	
ASV_55653	Glomeraceae	
ASV_55757	Glomeraceae	
ASV_55760	Glomeraceae	
ASV_55772	Glomeraceae	
ASV_55776	Glomeraceae	
